 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  redshift  |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |      morph. type      |   ang. size   |#bib|#not
1   |UGC 836                            |G  |01 18 59.4210922213 +44 17 11.036445854|0.038417    |     ~|16.0  |     ~|     ~|     ~|~              |E D ~                  |0.463 0.417    |   8|   0
913 |ESO 460-28                         |G  |19 43 32.754 -27 41 59.93              |0.019517    |     ~|15.76 |     ~|14.00 |     ~|~              |Sb D ~                  |0.697 0.251    |  12|   0
914 |ESO 597-42                         |G  |20 51 04.350 -21 59 03.76              |0.02601     |     ~|15.90 |     ~|15.18 |     ~|~              |Sb D ~                  |0.323 0.175    |   2|   0
915 |ESO 526-16                         |G  |19 55 12.7058436288 -23 16 22.369684527|0.01976     |     ~|14.87 |     ~|13.42 |     ~|~              |Sb D ~                  |0.503 0.332    |  13|   0
916 |ESO 526-15                         |G  |19 55 01.919 -23 17 26.60              |0.01933     |     ~|14.50 |     ~|13.90 |     ~|~              |Sb D ~                  |0.813 0.504    |  11|   0
917 |NGC 5810                           |G  |15 02 42.744 -17 52 04.96              |0.010994    |     ~|14.01 |     ~|13.10 |     ~|~              |Sb D ~                  |0.730 0.394    |  21|   0
918 |ESO 584-2                          |G  |16 00 32.6660599931 -20 24 07.568814285|0.02712     |     ~|15.41 |     ~|14.60 |     ~|~              |Sb D ~                  |0.497 0.298    |   8|   0
919 |IC 4596                            |G  |16 16 03.618 -22 37 31.49              |0.0254      |     ~|14.96 |     ~|13.50 |     ~|~              |Sb D ~                  |1.033 0.331    |  21|   0
920 |ESO 594-12                         |G  |19 41 40.327 -21 15 50.39              |0.04791     |     ~|16.25 |     ~|14.95 |     ~|~              |Sb D ~                  |0.677 0.176    |   8|   0
921 |ESO 594-14                         |G  |19 46 40.042 -21 22 17.98              |0.03396     |     ~|15.31 |     ~|14.45 |     ~|~              |Sb D ~                  |0.500 0.260    |   7|   0
922 |ESO 597-5                          |G  |20 32 17.8135683689 -19 40 02.491230088|0.02814     |     ~|15.23 |     ~|14.15 |     ~|~              |Sb D ~                  |0.420 0.386    |  10|   0
923 |ESO 597-40                         |G  |20 50 00.623 -17 31 57.87              |0.01984     |     ~|15.24 |     ~|15.07 |     ~|~              |Sb D ~                  |0.257 0.185    |   4|   0
924 |ESO 593-11                         |G  |19 20 33.296 -20 33 33.63              |0.04043     |     ~|15.53 |     ~|14.47 |     ~|~              |Sb D ~                  |0.400 0.248    |   4|   0
925 |ESO 596-9                          |G  |20 14 51.189 -18 01 17.82              |0.023642    |     ~|15.81 |     ~|14.90 |     ~|~              |Sb D ~                  |0.133 0.133    |  14|   0
926 |2MASX J17080035-1834063            |G  |17 08 00.352 -18 34 06.33              |0.031185    |     ~|17.17 |     ~|15.73 |     ~|~              |Sb D ~                  |0.323 0.213    |   4|   0
927 |6dFGS gJ153125.6-004914            |G  |15 31 25.584 -00 49 13.40              |0.0697      |     ~|17.56 |     ~|16.23 |     ~|~              |Sb D 2006A&A...445..765K|0.383 0.115    |   7|   0
928 |UGC 11501                          |G  |19 58 37.031 +02 36 10.62              |0.025154    |     ~|14.5  |     ~|     ~|     ~|~              |Sb D ~                  |0.133 0.133    |  13|   0
929 |NGC 6955                           |G  |20 44 17.9816436559 +02 35 41.574912406|0.027426    |     ~|14.9  |     ~|     ~|     ~|~              |Sb D ~                  |0.563 0.473    |  14|   0
930 |LEDA 1264623                       |G  |15 00 26.752 +04 10 44.48              |0.03278     |     ~|     ~|     ~|     ~|     ~|~              |Sb D 2010AJ....139.2525H|0.360 0.194    |  11|   0
931 |UGC 10569                          |G  |16 50 00.07 +09 26 10.0                |0.032296    |     ~|15.4  |     ~|     ~|     ~|~              |Sb D ~                  | 1.62  0.26    |  11|   0
932 |UGC 11610                          |G  |20 40 05.47 +07 15 38.2                |0.01847     |     ~|14.9  |     ~|     ~|     ~|~              |Sb D ~                  | 1.2   0.7     |  11|   0
933 |NGC 6368                           |G  |17 27 11.543 +11 32 37.04              |0.009230    |     ~|13.7  |     ~|     ~|     ~|~              |Sb D ~                  |1.560 0.530    |  51|   0
934 |UGC 9808                           |G  |15 18 08.5851968631 +13 49 43.114459015|0.035918    |     ~|15.2  |     ~|     ~|     ~|~              |Sb D ~                  |0.637 0.484    |  18|   0
935 |UGC 11614                          |G  |20 41 30.2286763737 +13 04 23.048060413|0.027816    |     ~|15.6  |     ~|     ~|     ~|~              |Sb D ~                  |0.943 0.283    |  16|   0
936 |2MASX J20480770+1622597            |G  |20 48 07.705 +16 22 59.70              |0.030788    |     ~|15.6  |     ~|     ~|     ~|~              |Sb D ~                  |0.470 0.235    |  12|   0
937 |2MASX J20561849+1719096            |G  |20 56 18.494 +17 19 09.69              |0.028820    |     ~|15.6  |     ~|     ~|     ~|~              |Sb D ~                  |0.323 0.233    |   7|   0
938 |NGC 6632                           |G  |18 25 03.091 +27 32 07.32              |0.015858    |     ~|13.2  |     ~|     ~|     ~|~              |Sb D ~                  |1.453 0.785    |  28|   0
939 |2MASX J16230297+2632169            |G  |16 23 02.973 +26 32 17.61              |0.03969     |     ~|15.5  |     ~|     ~|     ~|~              |Sb D 2008ApJS..175...86P|0.383 0.192    |  14|   0
940 |UGC 10661                          |G  |17 01 32.490 +27 56 29.30              |0.033860    |     ~|16.5  |     ~|     ~|     ~|~              |Sb D ~                  |0.613 0.196    |  20|   0
941 |UGC 11021                          |G  |17 52 39.463 +29 03 32.36              |0.017451    |     ~|15.7  |     ~|     ~|     ~|~              |Sb D ~                  |0.793 0.190    |  30|   0
942 |UGC 11404                          |G  |19 07 03.7770801570 +29 00 23.488452849|0.013049    |     ~|14.0  |     ~|     ~|     ~|~              |Sb D ~                  |1.340 0.858    |  29|   0
943 |2MASX J15242636+2625436            |G  |15 24 26.3647235276 +26 25 43.987921475|0.04570     |     ~|     ~|     ~|     ~|     ~|~              |Sb D 2008ApJS..175...86P|0.370 0.200    |   5|   0
944 |LEDA 1876163                       |G  |15 55 28.787 +29 43 55.82              |0.03075     |     ~|16.68 |16.25 |     ~|     ~|~              |Sb D ~                  | 0.47  0.28    |   8|   0
945 |2MASX J15480606+2912086            |G  |15 48 06.0889339419 +29 12 08.412605759|0.033074    |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.323 0.123    |   3|   0
946 |2MASX J15542700+2855444            |G  |15 54 27.004 +28 55 44.48              |0.07932     |     ~|17.14 |16.69 |     ~|     ~|~              |Sb D ~                  |0.170 0.153    |   5|   0
947 |2MASX J16063938+2751168            |G  |16 06 39.382 +27 51 16.82              |0.05051     |     ~|15.4  |     ~|     ~|     ~|~              |Sb D 2008ApJS..175...86P|0.337 0.209    |  13|   0
948 |2MASX J16002964+2854429            |G  |16 00 29.6757701531 +28 54 43.187824950|0.079769    |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.327 0.274    |   3|   0
949 |LEDA 3089163                       |G  |16 03 42.9931816462 +29 10 12.508110312|0.05312     |     ~|17.61 |16.43 |     ~|     ~|~              |Sb D ~                  |0.233 0.117    |   5|   0
950 |2MASX J15564113+2910396            |G  |15 56 41.1531482132 +29 10 39.080576738|0.080452    |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.277 0.155    |   3|   0
951 |2MASX J15573042+2854247            |G  |15 57 30.4496556096 +28 54 25.281153445|0.076159    |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.293 0.117    |   2|   0
952 |2MASX J15575874+2919211            |G  |15 57 58.744 +29 19 21.14              |0.060822    |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.257 0.128    |   2|   0
953 |2MASX J15582110+2950330            |G  |15 58 21.0613571538 +29 50 33.388858870|0.083621    |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.207 0.153    |   1|   0
954 |2MASX J16035567+2930086            |G  |16 03 55.671 +29 30 08.63              |0.108976    |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.273 0.142    |   2|   0
955 |LEDA 1865689                       |G  |16 12 53.3059085392 +29 25 06.550239002|0.03112     |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.480 0.163    |   7|   0
956 |LEDA 1864245                       |G  |16 11 32.8884650221 +29 22 25.539566472|0.03046     |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.260 0.166    |   3|   0
957 |2MASX J16135166+2923594            |G  |16 13 51.6654940488 +29 23 59.064804468|0.094906    |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.247 0.100    |   1|   0
958 |2MASX J16190199+2944348            |G  |16 19 01.9983363752 +29 44 35.165278130|0.098758    |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.203 0.142    |   2|   0
959 |NGC 6485                           |G  |17 51 52.742 +31 27 42.26              |0.015748    |     ~|14.2  |     ~|     ~|     ~|~              |Sb D ~                  |0.577 0.507    |  18|   0
960 |UGC 11303                          |G  |18 37 32.2471465993 +33 16 51.690720597|0.026238    |     ~|14.8  |     ~|     ~|     ~|~              |Sb D ~                  |0.687 0.371    |  12|   0
961 |2MASX J15184900+2903408            |G  |15 18 49.0226938902 +29 03 40.757987247|0.063774    |     ~|17.38 |16.47 |     ~|     ~|~              |Sb D ~                  |0.307 0.135    |   5|   0
962 |2MASX J15195744+2909072            |G  |15 19 57.448 +29 09 07.24              |0.062467    |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.263 0.147    |   3|   0
963 |2MASX J15264182+2923237            |G  |15 26 41.825 +29 23 23.71              |0.084595    |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.320 0.269    |   4|   0
964 |2MASX J15275655+2920227            |G  |15 27 56.5571204822 +29 20 22.476975866|0.068314    |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.327 0.131    |   4|   0
965 |LEDA 1865448                       |G  |15 32 41.755 +29 24 40.40              |0.06548     |     ~|17.71 |16.57 |     ~|     ~|~              |Sb D ~                  |0.330 0.119    |   7|   0
966 |SDSS J153116.69+285918.3           |G  |15 31 16.6963122115 +28 59 18.319355716|0.08168     |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.210 0.130    |   2|   0
967 |2MASX J15270853+2909453            |G  |15 27 08.5319594181 +29 09 45.065108584|0.066623    |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.333 0.133    |   4|   0
968 |2MASX J15334480+2924505            |G  |15 33 44.8136521662 +29 24 50.721960025|0.061746    |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.237 0.118    |   3|   0
969 |LEDA 1870955                       |G  |15 24 48.1914379872 +29 34 57.294803061|0.11210     |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.250 0.130    |   4|   0
970 |SDSS J152514.87+290422.3           |G  |15 25 14.843 +29 04 22.32              |0.08358     |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.210 0.130    |   3|   0
971 |LEDA 1874679                       |G  |15 29 33.054 +29 41 28.39              |0.06651     |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.403 0.153    |   4|   0
972 |2MASX J15333254+2949427            |G  |15 33 32.470 +29 49 42.73              |0.05348     |     ~|17.22 |16.56 |     ~|     ~|~              |Sb D ~                  |0.150 0.150    |   6|   0
973 |2MASX J16534239+3522185            |G  |16 53 42.3693729464 +35 22 18.724868170|0.03122     |     ~|     ~|     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K|0.400 0.176    |   4|   0
974 |UGC 10885                          |G  |17 30 08.357 +35 21 59.10              |0.0271      |     ~|15.3  |     ~|     ~|     ~|~              |Sb D ~                  |0.893 0.286    |  17|   0
975 |UGC 11118                          |G  |18 05 52.7215388314 +34 01 01.951608352|0.02416     |     ~|15.3  |     ~|     ~|     ~|~              |Sb D ~                  |0.630 0.353    |  20|   0
976 |IC 1279                            |G  |18 11 15.381 +36 00 28.07              |0.021528    |     ~|14.5  |     ~|     ~|     ~|~              |Sb D ~                  |1.130 0.384    |  19|   0
977 |2MASX J15031550+2906001            |G  |15 03 15.5010844453 +29 06 00.293184800|0.079088    |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.193 0.124    |   2|   0
978 |2MASX J15032860+2858080            |G  |15 03 28.605 +28 58 08.08              |0.135511    |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.197 0.153    |   2|   0
979 |LEDA 1877125                       |G  |15 21 40.5775308628 +29 45 33.376567291|0.07600     |     ~|     ~|     ~|     ~|     ~|~              |Sb D ~                  |0.403 0.113    |   5|   0
980 |NGC 6433                           |G  |17 43 56.1985778847 +36 48 00.163019136|0.02494     |     ~|14.1  |     ~|     ~|     ~|~              |Sb D ~                  |1.720 0.378    |  26|   0
981 |UGC 11132                          |G  |18 09 26.155 +38 47 39.73              |0.009450    |     ~|15.60 |     ~|     ~|     ~|~              |Sb D ~                  |1.033 0.227    |  54|   0
982 |LEDA 2148184                       |G  |16 43 24.918 +39 20 59.90              |0.03078     |     ~|     ~|     ~|     ~|     ~|~              |Sb D 2006A&A...445..765K| 0.59  0.15    |   8|   0
983 |UGC 11420                          |G  |19 15 32.2449601167 +42 54 35.543672601|0.018880    |     ~|15.1  |     ~|     ~|     ~|~              |Sb D ~                  |0.620 0.273    |  10|   0
984 |ESO 254-12                         |G  |06 05 22.6018650882 -45 49 32.622849465|0.030438    |     ~|15.18 |     ~|14.18 |     ~|~              |Sb D ~                  |0.387 0.217    |   9|   0
985 |ESO 205-29                         |G  |06 10 33.292 -47 39 40.44              |0.02914     |     ~|15.30 |     ~|14.17 |     ~|~              |Sb D ~                  |0.447 0.250    |   6|   0
986 |ESO 254-29                         |G  |06 10 31.527 -47 05 44.45              |0.03443     |     ~|16.23 |     ~|14.67 |     ~|~              |Sb D ~                  |0.550 0.176    |  12|   0
987 |ESO 254-27                         |G  |06 09 08.7158148903 -47 21 29.206788732|0.02890     |     ~|15.91 |     ~|14.63 |     ~|~              |Sb D ~                  |0.420 0.160    |   6|   0
988 |ESO 254-10                         |G  |06 02 59.1388860767 -46 02 31.108266541|0.03989     |     ~|15.66 |     ~|14.26 |     ~|~              |Sb D ~                  |0.323 0.259    |   5|   0
